tweet_type,userid,screen_name,date,hashtag,qtd_hashtag,rt_hashtag
retweeted_tweet_without_comment,1182796388792459264,rottenbanana101,Sat Aug 01 02:43:27 +0000 2020,"","",qanon epsteinsuicide
retweeted_tweet_without_comment,36402939,supradados,Sat Aug 01 02:46:11 +0000 2020,qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19,"",qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19
retweeted_tweet_without_comment,1212619804948885504,levsyl,Sat Aug 01 02:46:39 +0000 2020,"","",qanon greatawakening jfk
retweeted_tweet_without_comment,821644302,TheWantedEmcees,Sat Aug 01 02:49:03 +0000 2020,thegreatawakening qanon,"",thegreatawakening qanon
retweeted_tweet_without_comment,3276446089,t_USAlover,Sat Aug 01 02:54:35 +0000 2020,savethechildren crimesagainstchildren crimesagainsthumanity,"",savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory
retweeted_tweet_without_comment,371944522,1breathaway2u,Sat Aug 01 02:55:26 +0000 2020,jesus bible scripture kag2020 wwg1wga qanon,"",jesus bible scripture kag2020 wwg1wga qanon
retweeted_tweet_without_comment,371944522,1breathaway2u,Sat Aug 01 02:55:29 +0000 2020,jesus bible scripture kag2020 wwg1wga qanon,"",jesus bible scripture kag2020 wwg1wga qanon
retweeted_tweet_without_comment,371944522,1breathaway2u,Sat Aug 01 02:55:33 +0000 2020,"","",jesus bible scripture kag2020 wwg1wga qanon
retweeted_tweet_without_comment,254532265,OffshoreMaven,Sat Aug 01 02:56:51 +0000 2020,"","",qanon wwg1wga
retweeted_tweet_without_comment,790601614402785280,jadegreen0987,Sat Aug 01 00:59:59 +0000 2020,"","",qanon thursdaythoughts
retweeted_tweet_without_comment,1260303758178697216,michicaligirl,Sat Aug 01 01:02:12 +0000 2020,magachallenge,"",magachallenge qanons wwg1wga q
retweeted_tweet_without_comment,1268232138295373824,QramaQbi,Sat Aug 01 01:04:08 +0000 2020,qarmyjapanflynn qanon wwg1wga stormisuponus,"",qarmyjapanflynn qanon wwg1wga stormisuponus
retweeted_tweet_without_comment,884238012959399936,bossmanomega22,Sat Aug 01 01:04:25 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,416613806,pup_goss,Sat Aug 01 01:06:11 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,208381653,Mad_Dawg29,Sat Aug 01 01:06:22 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,883147630636916736,LOZ41666248,Sat Aug 01 01:06:44 +0000 2020,maga kag qanon,"",maga kag qanon
retweeted_tweet_without_comment,50425887,RoodGridance,Sat Aug 01 01:08:05 +0000 2020,magachallenge,"",magachallenge qanons wwg1wga q
retweeted_tweet_without_comment,1276637984800964608,REDSUNAMI2020,Sat Aug 01 01:10:49 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,1.246466588687e+18,ginghaa,Sat Aug 01 01:10:54 +0000 2020,qanons,"",qanons one team julianassange
retweeted_tweet_without_comment,1246113984824082432,wayne161718,Sat Aug 01 01:13:29 +0000 2020,magachallenge,"",magachallenge qanons wwg1wga q
retweeted_tweet_without_comment,1159607853579210752,val26534947,Sat Aug 01 01:15:58 +0000 2020,"","",qanon
retweeted_tweet_without_comment,1140938021300264960,DanihelJoe,Sat Aug 01 01:17:35 +0000 2020,"","",defundphilanow wwg1wga qanon2020 maga2020 kag
retweeted_tweet_without_comment,964674704781922304,TrippyQ137,Sat Aug 01 01:17:55 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,757274353889341440,ElizabethVlaho1,Sat Aug 01 01:18:00 +0000 2020,"","",qanon wwg1wga
retweeted_tweet_without_comment,160763898,Gr8ful4America,Sat Aug 01 01:18:03 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,2596555064,happynyan8888,Sat Aug 01 01:20:48 +0000 2020,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,"",宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon
retweeted_tweet_without_comment,469865155,reddog0468,Sat Aug 01 01:22:16 +0000 2020,"","",qanon thursdaythoughts
retweeted_tweet_without_comment,168825790,msshel1,Sat Aug 01 01:25:25 +0000 2020,savethechildren crimesagainstchildren crimesagainsthumanity,"",savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory
retweeted_tweet_without_comment,1281804152583012352,GramyMontana,Sat Aug 01 01:25:56 +0000 2020,"","",qanon wwg1wga
retweeted_tweet_without_comment,28287279,IAMFAMKE,Sat Aug 01 01:26:05 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,1624284144,micheleod1,Sat Aug 01 01:31:01 +0000 2020,"","",qanon wwg1wga
retweeted_tweet_without_comment,874606098,badov49,Sat Aug 01 01:33:01 +0000 2020,isaackappy,"",isaackappy qanon wwg1wga
retweeted_tweet_without_comment,1147942185301663744,DE374104634,Sat Aug 01 01:33:34 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,157173361,purema01,Sat Aug 01 01:35:17 +0000 2020,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,"",宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon
retweeted_tweet_without_comment,1176967284276875264,RitaRED16,Sat Aug 01 01:36:57 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,1078254481,NBrownfield86,Sat Aug 01 01:40:03 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,1205663880313294848,ProudCitizen7,Sat Aug 01 01:44:08 +0000 2020,"","",qanon epstein
retweeted_tweet_without_comment,876216907166236672,ThinQingAnon,Sat Aug 01 01:46:19 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,2596555064,happynyan8888,Sat Aug 01 01:46:29 +0000 2020,president presidenttrump,"",president presidenttrump stalking slander q qanon qarmyjapanflynn eri scam tcl 犯罪者
retweeted_tweet_without_comment,966251017879814144,TimSher38807557,Sat Aug 01 01:48:58 +0000 2020,"","",qanon qanonworldwide thegreatawakeningworldwide thegreatawakening qanons maga
retweeted_tweet_without_comment,3152982301,Caroldee30,Sat Aug 01 01:49:14 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,781838159134896128,RickySi16087724,Sat Aug 01 01:49:54 +0000 2020,"","",qanon maga thestorm
retweeted_tweet_without_comment,1281813977035661312,Karen_is_Woke,Sat Aug 01 01:50:27 +0000 2020,"","",savethechildren qanon qanonworldwide
retweeted_tweet_without_comment,16090807,TxSaya,Sat Aug 01 01:53:47 +0000 2020,"","",qanon maga thestorm
retweeted_tweet_without_comment,1249515470757060608,Qpatriots17,Sat Aug 01 01:55:41 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,825360556919975936,StorinoCarmella,Sat Aug 01 01:55:49 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,1285808188504240128,Na_2020_07_22,Sat Aug 01 01:56:31 +0000 2020,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画
retweeted_tweet_without_comment,2423884731,purplemaniaco,Sat Aug 01 01:58:23 +0000 2020,covid19,"",covid19 qanons wwg1wga thegreatawakening
retweeted_tweet_without_comment,1279727186736537600,RyanHansen76,Sat Aug 01 01:59:15 +0000 2020,savethechildren crimesagainstchildren crimesagainsthumanity,"",savethechildren crimesagainstchildren crimesagainsthumanity thestorm qanons thegreatawakeningworldwide trump2020landslidevictory
retweeted_tweet_without_comment,53460860,mauroville,Sat Aug 01 01:59:24 +0000 2020,"","",q qanons jfkjr thegreatawakening patriots ww1wga obamagate therabbithole draintheswamp darktolight deepstate trusttheplan godwins
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 04:02:23 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,31630529,mizzblueeyes,Sat Aug 01 04:02:46 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,956916554322427904,LeftLoons,Sat Aug 01 04:04:48 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,1266905699981733888,Drock23896,Sat Aug 01 04:05:03 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,1207831369763753984,FTM_Think17,Sat Aug 01 04:08:19 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,32942732,WethePeoplePets,Sat Aug 01 04:09:51 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,869435695017979904,isVjRDnit24xuLE,Sat Aug 01 04:10:01 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,1275850042402918400,PlasticflaskQQ,Sat Aug 01 04:10:31 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1098890310002794496,YhT72lYVgeyTEg1,Sat Aug 01 04:13:07 +0000 2020,"",qanon wwg1wga trump qarmy,""
quoted_tweet,918424353204666368,horisusumuyo31,Sat Aug 01 04:14:00 +0000 2020,"",qanon wwg1wga trump qarmy,""
quoted_tweet,1209074205825699840,kVyIVg1HhsVBEAw,Sat Aug 01 04:16:54 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,1964507112,zzr3796r,Sat Aug 01 04:17:30 +0000 2020,"",taketheoath qanon qanonjapan q,""
quoted_tweet,1725899935,mbuckel1,Sat Aug 01 04:19:13 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,1964507112,zzr3796r,Sat Aug 01 04:19:44 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wga japan q4510,""
quoted_tweet,1964507112,zzr3796r,Sat Aug 01 04:20:03 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,""
quoted_tweet,1964507112,zzr3796r,Sat Aug 01 04:20:07 +0000 2020,"",taketheoath qanon qarmyjapanflynn wwg1wga japan 宣誓動画 q4510,""
quoted_tweet,1964507112,zzr3796r,Sat Aug 01 04:20:28 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,""
quoted_tweet,114733253,woody_500,Sat Aug 01 04:23:48 +0000 2020,"",taketheoath qanon qanonjapan q,""
quoted_tweet,335331563,qisrea,Sat Aug 01 04:25:29 +0000 2020,qarmy,savethechildren trump2020landslidevictory qanons andrenochrome biden2020 bidenharris2020 biden,""
quoted_tweet,335331563,qisrea,Sat Aug 01 04:25:36 +0000 2020,qanons,savethechildren trump2020landslidevictory qanons andrenochrome biden2020 bidenharris2020 biden,""
quoted_tweet,335331563,qisrea,Sat Aug 01 04:25:48 +0000 2020,trump,savethechildren trump2020landslidevictory qanons andrenochrome biden2020 bidenharris2020 biden,""
quoted_tweet,335331563,qisrea,Sat Aug 01 04:25:54 +0000 2020,trumpisnotwell,savethechildren trump2020landslidevictory qanons andrenochrome biden2020 bidenharris2020 biden,""
quoted_tweet,335331563,qisrea,Sat Aug 01 04:26:00 +0000 2020,trumpthreatensamerica,savethechildren trump2020landslidevictory qanons andrenochrome biden2020 bidenharris2020 biden,""
quoted_tweet,1066273432675860480,cures0710,Sat Aug 01 04:26:40 +0000 2020,人 情報 国民 生活 プロパガンダ 獣以下 twitter 電通 日本銀行 経団連 マスゴミ 創価学会 ヤクザ 半グレ,president presidenttrump 230clauses twitter terro wwg1wga rt q qanons qarmyjapanflynn eri q活,""
quoted_tweet,952092206994620416,herblavender4,Sat Aug 01 04:27:39 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,""
quoted_tweet,790832549165621248,Usagi9ua61,Sat Aug 01 04:29:55 +0000 2020,"",qanon wwg1wga trump qarmy,""
quoted_tweet,46143497,CWilliams1409,Sat Aug 01 04:32:01 +0000 2020,drainthedeepstateswamp nancypelosi iihanomar aoc fraud moneylaundering blmmarxists,pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,1156038610136600576,amenomurakumo5,Sat Aug 01 04:33:12 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,""
quoted_tweet,1156038610136600576,amenomurakumo5,Sat Aug 01 04:33:29 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wga japan q4510,""
quoted_tweet,1273093780384575488,HifiMega,Sat Aug 01 04:34:11 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1243972864123883520,AmberLe36494394,Sat Aug 01 04:35:27 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1222866616528048128,MJedi67,Sat Aug 01 04:37:18 +0000 2020,q,thegreatawaking pedogate pedogateisreal pizzagatelsreal pizzagate qanon qanon2020 deepstate adrenochrome thestormishere obamagate spiritcooking savethechildren cannibalism fallcabal outofshadows ghislainemaxwell jeffreyepstein,""
quoted_tweet,3151369794,kikou_mewan,Sat Aug 01 04:47:06 +0000 2020,oppression speech oppressionofspeech q,q qarmyjapanflynn応援 qarmyjapanflynn 拡散 qanons 言論弾圧 j団結の旅 230clauses tsunami,""
quoted_tweet,1247485303423504384,naruyu31,Sat Aug 01 04:50:21 +0000 2020,"",taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 04:53:34 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,242056447,dmfact,Sat Aug 01 03:01:13 +0000 2020,qanon,qanon,""
quoted_tweet,759088217836646400,JackRos22241643,Sat Aug 01 03:05:05 +0000 2020,"",qanon,""
quoted_tweet,1036901394031112192,kanache81,Sat Aug 01 03:05:52 +0000 2020,テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,targetedindividuals テクノロジー犯罪 集団ストーカー thegreatawakeing justicelscoming darktolight wwg1wga q qanon qarmyjapanflynn,""
quoted_tweet,4100043083,martinzoila2015,Sat Aug 01 03:08:03 +0000 2020,eeuu usa protests2020 trumpfailedamerica trumpkillsflorida trumpislosing salud desempleo economy,ww1wga qanons,""
quoted_tweet,382678128,joegee9302,Sat Aug 01 03:09:11 +0000 2020,"",qanons one team julianassange,""
quoted_tweet,708179232627646464,LetsMoveOnward,Sat Aug 01 03:09:21 +0000 2020,kag maga freedom liberty,qanon thegreatawakeing wwg1wga,""
quoted_tweet,308750613,jordeval,Sat Aug 01 03:10:04 +0000 2020,eeuu usa protests2020 trumpfailedamerica trumpkillsflorida trumpislosing salud desempleo economy,ww1wga qanons,""
quoted_tweet,720964252761063424,foxtrotmike11,Sat Aug 01 03:12:38 +0000 2020,"",votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,""
quoted_tweet,2300584992,oinzakakyudesu,Sat Aug 01 03:12:58 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,126011411,nerazzurista16,Sat Aug 01 03:15:37 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,733475853045272576,4ourCountry,Sat Aug 01 03:18:00 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,1.269525507307e+18,OneHear30151425,Sat Aug 01 03:20:14 +0000 2020,テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,targetedindividuals テクノロジー犯罪 集団ストーカー thegreatawakeing justicelscoming darktolight wwg1wga q qanon qarmyjapanflynn,""
quoted_tweet,259260816,zeusFanHouse,Sat Aug 01 03:29:55 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,772487185031311360,LattyDian,Sat Aug 01 03:30:40 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,716784760354443264,lbj30,Sat Aug 01 03:33:15 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,634686904,CASuperrunner,Sat Aug 01 03:33:20 +0000 2020,"",rush limbaugh clinton epstein theview ninaburleigh qanon2018 qanon2020 msmhatesamerica,""
quoted_tweet,1255123348671135744,flygirlrn1,Sat Aug 01 03:33:21 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,1045306523235307520,AuneTilly,Sat Aug 01 03:34:18 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,1043352033162551296,Freedom4Red4,Sat Aug 01 03:34:40 +0000 2020,"",qanonepstein qanon thegreatawakening,""
quoted_tweet,365256150,JimTuscaloosaAl,Sat Aug 01 03:35:03 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,122143791,Maca691,Sat Aug 01 03:35:18 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,259260816,zeusFanHouse,Sat Aug 01 03:35:52 +0000 2020,"",pelosi ilhanomar omar antonemeltonmeaux qanon2018 qanon2020,""
quoted_tweet,1240606894236016640,bunnybbskipper,Sat Aug 01 03:37:07 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,1259538128777461760,natalie_k7,Sat Aug 01 03:37:57 +0000 2020,"",news lamestreammedia fakenews wearethenewsnow qanon qanons foxnews maga votetrump2020 democratstheenemywithin,""
quoted_tweet,49431169,sharihope1,Sat Aug 01 03:38:27 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1332367184,DesignerDeb3,Sat Aug 01 03:38:33 +0000 2020,"",rush limbaugh clinton epstein theview ninaburleigh qanon2018 qanon2020 msmhatesamerica,""
quoted_tweet,30961636,Doug625,Sat Aug 01 03:38:45 +0000 2020,"",rush limbaugh clinton epstein theview ninaburleigh qanon2018 qanon2020 msmhatesamerica,""
quoted_tweet,947924480600494080,Smokecat11,Sat Aug 01 03:40:02 +0000 2020,"",qanonepstein qanon thegreatawakening,""
quoted_tweet,28282790,kcbold20,Sat Aug 01 03:40:29 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,807908325346000896,AimeethxQ,Sat Aug 01 03:40:39 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1162469289900892160,votenickmoutos,Sat Aug 01 03:41:00 +0000 2020,pedophile,clintonfoundation qanon,""
quoted_tweet,264074811,bakayaro1112,Sat Aug 01 03:41:35 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,203780681,stephiewex,Sat Aug 01 03:41:37 +0000 2020,humantraffickingawarenessday,qanon epstein,""
quoted_tweet,2502934192,nanato4kids,Sat Aug 01 03:41:51 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1282078991000702976,qnonymous76,Sat Aug 01 03:42:35 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,1278352169159319552,takeit2them,Sat Aug 01 03:44:54 +0000 2020,pedophile,clintonfoundation qanon,""
quoted_tweet,261023985,patriot_kampung,Sat Aug 01 03:46:22 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 03:46:48 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,1027021349959688192,Kathleendegree1,Sat Aug 01 03:48:56 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,778828218681987072,cro_essence,Sat Aug 01 03:49:58 +0000 2020,twitter hashtags pedophiles abuse live,th3d3n qanon iamdragon,""
quoted_tweet,944310108405690368,brisquen,Sat Aug 01 03:51:05 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,235509527,m_ken46,Sat Aug 01 03:52:24 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,974778569204232192,StormWatchGirl,Sat Aug 01 03:52:30 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,2437291914,ChastyNicholes,Sat Aug 01 03:52:37 +0000 2020,"",qanon thegreatawakening theplantosavetheworld thegreateststoryevertold makeamericagreatagain wwg1wga,""
quoted_tweet,1111371424202219520,lb8825,Sat Aug 01 03:54:04 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 03:57:11 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,784824513603121152,lovemycoumtry,Sat Aug 01 03:57:17 +0000 2020,"",qanons one team julianassange,""
quoted_tweet,969881331592134656,meigetu10,Sat Aug 01 03:58:06 +0000 2020,taketheoath winning,qarmyjapanflynn qanon wwg1wga stormisuponus,""
quoted_tweet,993238684026703872,CliffHop,Sat Aug 01 03:58:36 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,244816063,rjceo0,Sat Aug 01 03:59:44 +0000 2020,"",qanon epsteinsuicide,""
quoted_tweet,1280838693268393984,bilddawall,Sat Aug 01 02:05:17 +0000 2020,wwg1wga wwg1wgaworldwide qanon greatawakening,wwg1wga qanon wh1atf,""
quoted_tweet,125640659,GeeWhiz__,Sat Aug 01 02:05:24 +0000 2020,"",biden kerry obama ukraine qanon,""
quoted_tweet,268255818,melodiescorner,Sat Aug 01 02:07:43 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,114774809,OtherMarySpeaks,Sat Aug 01 02:09:49 +0000 2020,wwg1wga wwg1wgaworldwide qanon greatawakening,wwg1wga qanon wh1atf,""
quoted_tweet,1072714912240160768,Yonzie2Q2Q,Sat Aug 01 02:11:17 +0000 2020,"",magachallenge qanons wwg1wga q,""
quoted_tweet,1243723277308026880,Quantum71700706,Sat Aug 01 02:16:26 +0000 2020,"",hydroxychloroquine dictatordan wwg1wga thegreatawakeningworldwide qanon aussieq hydrochloroquineisthecure,""
quoted_tweet,1156038610136600576,amenomurakumo5,Sat Aug 01 02:17:41 +0000 2020,taketheoath winning,qarmyjapanflynn qanon wwg1wga stormisuponus,""
quoted_tweet,2815297154,stumgolf1,Sat Aug 01 02:18:35 +0000 2020,biden2020 actbluecharities,biden actbluecharities undergroundweather communist blacklivesmatter chaz qanon,""
quoted_tweet,1228775083180560384,Becuzican1,Sat Aug 01 02:23:30 +0000 2020,"",qanon,""
quoted_tweet,2596555064,happynyan8888,Sat Aug 01 02:23:30 +0000 2020,"",taketheoath qanon qanonjapan q,""
quoted_tweet,1215680408387407872,Marcus88354821,Sat Aug 01 02:23:58 +0000 2020,biden2020 actbluecharities,biden actbluecharities undergroundweather communist blacklivesmatter chaz qanon,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 02:24:10 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,93657255,marimacint,Sat Aug 01 02:27:49 +0000 2020,"",qanon greatawakening jfk,""
quoted_tweet,943826609051750400,Smilegreatday,Sat Aug 01 02:28:27 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,178554947,Lady7x7,Sat Aug 01 02:31:48 +0000 2020,"",qanon thegreatawakeing wwg1wga,""
quoted_tweet,1008136500800729088,chieko0550gmai1,Sat Aug 01 02:32:14 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,2596555064,happynyan8888,Sat Aug 01 02:33:13 +0000 2020,"",qarmyjapanflynn qanon wwg1wga stormisuponus,""
quoted_tweet,1156038610136600576,amenomurakumo5,Sat Aug 01 02:34:32 +0000 2020,"",qarmyjapanflynn qanon wwg1wga stormisuponus,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 02:38:18 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,912037436,tts1987,Sat Aug 01 02:38:42 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,264074811,bakayaro1112,Sat Aug 01 02:40:19 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,1165394560974909440,shopinfrederic,Sat Aug 01 02:44:09 +0000 2020,テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,targetedindividuals テクノロジー犯罪 集団ストーカー thegreatawakeing justicelscoming darktolight wwg1wga q qanon qarmyjapanflynn,""
quoted_tweet,1271244188617601024,BhHxTJnjhIRSHpt,Sat Aug 01 02:44:55 +0000 2020,テクノロジー犯罪 集団ストーカー 被害を知ってほしい 末端まで逮捕,targetedindividuals テクノロジー犯罪 集団ストーカー thegreatawakeing justicelscoming darktolight wwg1wga q qanon qarmyjapanflynn,""
quoted_tweet,2626963609,suprskipy1,Sat Aug 01 02:48:28 +0000 2020,biden2020 actbluecharities,biden actbluecharities undergroundweather communist blacklivesmatter chaz qanon,""
quoted_tweet,1239516724682203136,SarahHolm14,Sat Aug 01 02:49:31 +0000 2020,qanons savethechildren cabaltakedown makeamericagreatagain,epsteinisland qanons qanonban,""
quoted_tweet,228541870,surf4ever3255,Sat Aug 01 02:50:42 +0000 2020,"",savethechildren qanons qarmyjapanflynn wwg1wga,""
quoted_tweet,1286854612377632768,THEQUEEN_ALICE,Sat Aug 01 02:51:01 +0000 2020,qanons savethechildren,qanon wwg1wga,""
quoted_tweet,3133769516,mrsrdc1,Sat Aug 01 02:51:34 +0000 2020,biden2020 actbluecharities,biden actbluecharities undergroundweather communist blacklivesmatter chaz qanon,""
quoted_tweet,85134720,patriot_moon,Sat Aug 01 01:00:13 +0000 2020,"",magachallenge qanons wwg1wga q,""
quoted_tweet,144738595,Loveraa1,Sat Aug 01 01:00:35 +0000 2020,"",savethechildren qanon qanonworldwide,""
quoted_tweet,1024123450766516224,Mandy98749759,Sat Aug 01 01:01:20 +0000 2020,"",magachallenge qanons wwg1wga q,""
quoted_tweet,3519241694,pdm_paula,Sat Aug 01 01:01:39 +0000 2020,"",magachallenge qanons wwg1wga q,""
quoted_tweet,1244299789593788416,Alapplebee1,Sat Aug 01 01:03:06 +0000 2020,"",masksoffamerica qanons wwg1wga,""
quoted_tweet,1008176372622110720,tooranomaki6910,Sat Aug 01 01:03:24 +0000 2020,"",trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,""
quoted_tweet,1245600029563207680,mike14131124,Sat Aug 01 01:07:13 +0000 2020,"",votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,""
quoted_tweet,50425887,RoodGridance,Sat Aug 01 01:08:41 +0000 2020,"",magachallenge qanons wwg1wga q,""
quoted_tweet,892623257735753728,FreeStateOJones,Sat Aug 01 01:10:15 +0000 2020,"",qanon,""
quoted_tweet,1098890310002794496,YhT72lYVgeyTEg1,Sat Aug 01 01:13:14 +0000 2020,"",qanon wwg1wga trump qarmy,""
quoted_tweet,1098890310002794496,YhT72lYVgeyTEg1,Sat Aug 01 01:14:08 +0000 2020,"",qanon wwg1wga trump qarmy,""
