screen_name,tweet_type,date,tweetid,rt_hashtag,hashtag,userid
tB7knnmHcALVTpY,quoted_tweet,Sat Aug 01 02:08:36 +0000 2020,1289382491132813312,"",qanon,1244994021086224384
OtherMarySpeaks,quoted_tweet,Sat Aug 01 02:09:49 +0000 2020,1289382797547679744,"",wwg1wga wwg1wgaworldwide qanon greatawakening,114774809
GuysCoast,reply,Sat Aug 01 02:11:00 +0000 2020,1289383097054633984,"",qanons trumpsevilplan,1273413072120578048
MAGATeamCO,reply,Sat Aug 01 02:11:47 +0000 2020,1289383294706966528,"",qanonworldwide copolitics co03 maga2020landslide,1208088117724536832
Verbalmoto1,retweeted_tweet_without_comment,Sat Aug 01 02:11:50 +0000 2020,1289383306094456832,fookmasks quan qanon wwg1wga wwgowga,fookmasks quan qanon wwg1wga wwgowga,978036840904187904
FalliveneEdward,retweeted_tweet_without_comment,Sat Aug 01 02:13:28 +0000 2020,1289383718633852928,maga kag qanon,maga kag qanon,1141804326823825408
DaniellaluvsCC,reply,Sat Aug 01 02:14:49 +0000 2020,1289384059211116544,"",trumpconcentrationcamps qanons maga,125972615
nttcool3,reply,Sat Aug 01 02:15:11 +0000 2020,1289384148470099968,"",maga qanons,4867931962
hello_franklin,reply,Sat Aug 01 02:16:07 +0000 2020,1289384384215359488,"",qanonworldwide,874056907442475008
Snoogins18,quoted_tweet,Sat Aug 01 02:17:03 +0000 2020,1289384619700129792,"",wwg1wga qanon,1259268618057134080
MercuryEy,retweeted_tweet_without_comment,Sat Aug 01 02:18:34 +0000 2020,1289384998877818880,taketheoath qanon qarmyjapanflynn wwg1wga japan 宣誓動画 q4510,taketheoath qanon qarmyjapanflynn wwg1wga japan,2253373777
Just2spiffy,original,Sat Aug 01 02:20:17 +0000 2020,1289385434196238336,"",potus obamagate qanon walkaway wwg1wga trump2020,2288781522
Godskid234,retweeted_tweet_without_comment,Sat Aug 01 02:21:55 +0000 2020,1289385842402668544,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020,24573400
JulieHouseOfWow,quoted_tweet,Sat Aug 01 02:21:57 +0000 2020,1289385853656035328,"",osha fauci qanons wearethenewsnow thegreatawakening,841885784068222976
happynyan8888,quoted_tweet,Sat Aug 01 02:23:37 +0000 2020,1289386271974932480,"",taketheoath qanon qanonjapan q,2596555064
mommy794,original,Sat Aug 01 02:23:48 +0000 2020,1289386319001669632,"",pedowood pedofiles pedo wwgiwga qanon qanonworldwide digitalsoldiers pizzagate2020 maxwellfiles,82922716
EmSee36,quoted_tweet,Sat Aug 01 02:24:45 +0000 2020,1289386557346967552,"",osha fauci qanons wearethenewsnow thegreatawakening,1235212122918768640
TheFnDoQtor,quoted_tweet,Sat Aug 01 02:25:13 +0000 2020,1289386676339449856,"",qanons wwg1wga election2020,203323239
ABCU_8,quoted_tweet,Sat Aug 01 02:25:20 +0000 2020,1289386704701284352,"",q qanons,1267678703024091136
happynyan8888,retweeted_tweet_without_comment,Sat Aug 01 02:27:16 +0000 2020,1289387192305950720,taketheoath qanon qarmyjapanflynn wwg1wga japan 宣誓動画 q4510,taketheoath qanon qarmyjapanflynn wwg1wga japan,2596555064
ThinQingAnon,quoted_tweet,Sat Aug 01 02:27:24 +0000 2020,1289387223004016640,"",osha fauci qanons wearethenewsnow thegreatawakening,876216907166236672
cometsteele,quoted_tweet,Sat Aug 01 02:27:41 +0000 2020,1289387296622485504,"",osha fauci qanons wearethenewsnow thegreatawakening,866480480425844736
17LoveLiberty,quoted_tweet,Sat Aug 01 02:30:47 +0000 2020,1289388075387240448,"",osha fauci qanons wearethenewsnow thegreatawakening,1345295474
marimacint,retweeted_tweet_without_comment,Sat Aug 01 02:32:02 +0000 2020,1289388391835095040,qanon greatawekening qrs11,qanon greatawekening qrs11,93657255
meigetu10,retweeted_tweet_without_comment,Sat Aug 01 02:32:09 +0000 2020,1289388418791690240,qarmyjapanflynn qanon wwg1wga stormisuponus,qarmyjapanflynn qanon wwg1wga stormisuponus,969881331592134656
CoccoCollins,quoted_tweet,Sat Aug 01 02:34:13 +0000 2020,1289388939577561088,"",qanona q qarmy,743891599
Just2spiffy,original,Sat Aug 01 02:37:56 +0000 2020,1289389872801710080,"",potus obamagate qanon walkaway wwg1wga trump2020,2288781522
TotoMFrog,quoted_tweet,Sat Aug 01 02:39:43 +0000 2020,1289390323563520000,"",wwg1wga wwg1wgaworldwide qanon qanon qanons,808780011520008192
AimeethxQ,quoted_tweet,Sat Aug 01 02:41:01 +0000 2020,1289390648815042560,"",wwg1wga wwg1wgaworldwide qanon qanon qanons,807908325346000896
yatesmouse1,quoted_tweet,Sat Aug 01 02:45:34 +0000 2020,1289391794627567616,"",q qanons,2493572690
_bob_bonbar,quoted_tweet,Sat Aug 01 02:45:38 +0000 2020,1289391810586894336,"",targetedindividuals テクノロジー犯罪 集団ストーカー thegreatawakeing justicelscoming darktolight wwg1wga q qanon,266108200
Freedom04661038,quoted_tweet,Sat Aug 01 02:46:06 +0000 2020,1289391927956131840,"",worlddayagainsttraffickinginpersons savethechildren qanon anons wwg1gwa normantraversy,1244310477146120192
supradados,retweeted_tweet_without_comment,Sat Aug 01 02:46:11 +0000 2020,1289391952488812544,qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19,qanon qanonbr thegreatawakening wwg1wga knowthecure covidcure covid19,36402939
CupplesDaniel,quoted_tweet,Sat Aug 01 02:46:15 +0000 2020,1289391966648537088,"",wwg1wg tg1tga qanon thegreatawakening keyboardwarriors coanon qarmyworldwide maga mwga,2546023346
HawaiianCapper,reply,Sat Aug 01 02:46:52 +0000 2020,1289392123029028864,"",qanonworldwide wwg1wga,1212409654921195520
TheWantedEmcees,retweeted_tweet_without_comment,Sat Aug 01 02:49:03 +0000 2020,1289392674345226240,thegreatawakening qanon,thegreatawakening qanon,821644302
SarahHolm14,quoted_tweet,Sat Aug 01 02:49:31 +0000 2020,1289392788295966720,"",qanons savethechildren cabaltakedown makeamericagreatagain,1239516724682203136
THEQUEEN_ALICE,quoted_tweet,Sat Aug 01 02:51:01 +0000 2020,1289393168790691840,"",qanons savethechildren,1286854612377632768
surf4ever3255,quoted_tweet,Sat Aug 01 02:51:26 +0000 2020,1289393273488830464,"",savethechildren qanons qarmyjapanflynn wwg1wga,228541870
surf4ever3255,quoted_tweet,Sat Aug 01 02:51:34 +0000 2020,1289393306166681600,"",savethechildren qanons qarmyjapanflynn wwg1wga,228541870
J_anon123,quoted_tweet,Sat Aug 01 02:52:23 +0000 2020,1289393511830192128,"",osha fauci qanons wearethenewsnow thegreatawakening,1253894947339669504
downhillflyer,quoted_tweet,Sat Aug 01 02:54:16 +0000 2020,1289393983941156864,"",wwg1wga justice4all qanons,2548424118
1breathaway2u,retweeted_tweet_without_comment,Sat Aug 01 02:55:26 +0000 2020,1289394278964146176,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,371944522
1breathaway2u,retweeted_tweet_without_comment,Sat Aug 01 02:55:29 +0000 2020,1289394291559849984,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,371944522
USAPATRIOT4MAGA,quoted_tweet,Sat Aug 01 00:59:58 +0000 2020,1289365219643240448,"",qanon maga2020,1229389458711154688
hays_jeannette,original,Sat Aug 01 01:00:45 +0000 2020,1289365416339415040,"",deepstate pedoelite californication muthafuka evilmuthafukas qanon qarmy wwg1wga savethechildren,1091898300561870848
MynardPamela,quoted_tweet,Sat Aug 01 01:01:27 +0000 2020,1289365593808756736,"",wwg1wga qanon,1131815251643654144
JulieCh30970677,quoted_tweet,Sat Aug 01 01:01:40 +0000 2020,1289365647143493632,"",wwg1wgaworldwide wwg1wga qanons,1258045223311114240
QramaQbi,retweeted_tweet_without_comment,Sat Aug 01 01:04:08 +0000 2020,1289366269397893120,qarmyjapanflynn qanon wwg1wga stormisuponus,qarmyjapanflynn qanon wwg1wga stormisuponus,1268232138295373824
TheFlame1965,reply,Sat Aug 01 01:06:36 +0000 2020,1289366888741396480,"",qanon,583387982
LOZ41666248,retweeted_tweet_without_comment,Sat Aug 01 01:06:44 +0000 2020,1289366925584162816,maga kag qanon,maga kag qanon,883147630636916736
mandarin_jaded,quoted_tweet,Sat Aug 01 01:08:10 +0000 2020,1289367284373282816,"",qanon maga2020,1271565540679577600
Blee3333,quoted_tweet,Sat Aug 01 01:08:28 +0000 2020,1289367358788706304,"",qanon maga2020,1270865141324812288
MiniMyu1234,quoted_tweet,Sat Aug 01 01:09:31 +0000 2020,1289367622983618560,"",savethechildren qanons qarmyjapanflynn wwg1wga,1153189336684175360
Jake79235085,reply,Sat Aug 01 01:09:52 +0000 2020,1289367713140240384,"",patriot qanons wwg1wg҉a thegreatawakening,1164575869966389248
ginghaa,retweeted_tweet_without_comment,Sat Aug 01 01:10:54 +0000 2020,1289367972058820608,qanons one team julianassange,qanons,1.246466588687e+18
hotoke888,quoted_tweet,Sat Aug 01 01:13:37 +0000 2020,1289368657005391872,"",集団ストーカー撲滅 wwg1wgaworldwide qarmyjapanflynn qanon,897403190504693760
odeco5goddess,quoted_tweet,Sat Aug 01 01:15:10 +0000 2020,1289369045561565184,"",集団ストーカー撲滅 wwg1wgaworldwide qarmyjapanflynn qanon,1185860681335074816
BornFree411,original,Sat Aug 01 01:16:12 +0000 2020,1289369307118546944,"",maga kag coronavirus americafirst maga2020 trumppence2020 qanons,789246709813485568
BoomPanic,quoted_tweet,Sat Aug 01 01:16:38 +0000 2020,1289369415562039296,"",maga qanon qarmy qanonarmy saveamerica unitednotdivided wwg1wga exposeantifa,1196612824426012672
KingdomComing2,quoted_tweet,Sat Aug 01 01:17:33 +0000 2020,1289369646454329344,"",qanon,1269296876253151232
MAnon86012666,quoted_tweet,Sat Aug 01 01:18:03 +0000 2020,1289369772933541888,"",digitalsoldier wwgiwga qanon,1206586028552794112
nrice1livecom1,quoted_tweet,Sat Aug 01 01:18:36 +0000 2020,1289369908841603072,"",savethechildern qanon qanon2020 qanonworldwide wwgiwga,1150526153825951744
happynyan8888,retweeted_tweet_without_comment,Sat Aug 01 01:20:48 +0000 2020,1289370463953489920,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,2596555064
Blackdogyelp,reply,Sat Aug 01 01:25:18 +0000 2020,1289371595132174336,"",trump2020 kag2020 qanon wwg1wgaworlwide,796334950270300160
4sable,quoted_tweet,Sat Aug 01 01:25:34 +0000 2020,1289371662295605248,"",wwg1wga qanon,2463695922
ProjectThree2,quoted_tweet,Sat Aug 01 01:26:16 +0000 2020,1289371838959611904,"",wwg1wga qanon,1238750048994734080
RingoGunrich,quoted_tweet,Sat Aug 01 01:27:40 +0000 2020,1289372190316486656,"",wwg1wga qanon,3166626902
wakanalinda,quoted_tweet,Sat Aug 01 01:29:28 +0000 2020,1289372646304440320,"",qanon,275938772
TheHighLifeGame,original,Sat Aug 01 01:33:05 +0000 2020,1289373555306635264,"",galacticfederation victoryofthelight qanonsworldwide,2199852785
purema01,retweeted_tweet_without_comment,Sat Aug 01 01:35:17 +0000 2020,1289374108560613376,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,宣誓動画 qarmyjapanflynn wwg1wgaworldwide taketheoath 日本 qアノン qanon,157173361
SunTzu03871658,quoted_tweet,Sat Aug 01 01:35:45 +0000 2020,1.289374226714e+18,"",q qanons,1077418096938442752
Jacquel15082119,quoted_tweet,Sat Aug 01 01:38:16 +0000 2020,1289374858791378944,"",wwg1wga qanon,1287125560200769536
joelgross90,quoted_tweet,Sat Aug 01 01:40:02 +0000 2020,1289375303341498368,"",qanons wwg1wga election2020,260392300
Linda_935_1025,original,Sat Aug 01 01:41:36 +0000 2020,1289375699359285248,"",hdqworks qanonworldwide,1284463745628921856
ValuesTrump,quoted_tweet,Sat Aug 01 01:41:46 +0000 2020,1289375741663043584,"",qanons thelostelection thestorm redalert thelostelection,1192203013424865280
Freedom4mykids1,quoted_tweet,Sat Aug 01 01:45:20 +0000 2020,1289376637700587520,"",wwg1wga qanon,1282848418872819712
OldGeek64,quoted_tweet,Sat Aug 01 01:48:04 +0000 2020,1289377327307034624,"",q qanons,180081706
MIKE88873115,quoted_tweet,Sat Aug 01 01:50:32 +0000 2020,1289377947808399360,"",patriotsfight trumptrain2020 trump maga2020 maga q qanon dems repubs conservative wuhanvirus walmart ufc us usa nra obama obamagaate bidenlandslide biden2020 biden,1246888142084415488
SecretRealityII,original,Sat Aug 01 01:51:24 +0000 2020,1289378166067400704,"",mypresident godwins qanon wwg1wga qanon wwg1wga godwins,927769770631495680
BoomPanic,original,Sat Aug 01 01:55:29 +0000 2020,1289379190374989824,"",maga qanon qarmy saveamerica unitednotdivided wwg1wga,1196612824426012672
GuysCoast,reply,Sat Aug 01 01:55:32 +0000 2020,1289379206367817728,"",braindeadtrumpster dearleader mangomussolini qanons maga,1273413072120578048
Na_2020_07_22,retweeted_tweet_without_comment,Sat Aug 01 01:56:31 +0000 2020,1289379453441724416,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan,1285808188504240128
KrazyKatyDid,original,Sat Aug 01 01:58:18 +0000 2020,1289379900177055744,"",wwg1wga qanons trump2020,380773915
aTruthUcantTake,retweeted_tweet_without_comment,Sat Aug 01 04:01:15 +0000 2020,1289410841746579456,peterstrzok lisapage mccain cia fbi qanon insecurehbo,peterstrzok lisapage mccain cia fbi,1281046428664676352
DearDia47481411,retweeted_tweet_without_comment,Sat Aug 01 04:02:31 +0000 2020,1289411160505061376,lolitaexpress epsteinisland qanon qarmy,lolitaexpress epsteinisland qanon qarmy,1025465171014115328
letsfinishthis7,retweeted_tweet_without_comment,Sat Aug 01 04:05:31 +0000 2020,1289411914313932800,maga kag qanon,maga kag qanon,1242949971424337920
MHelsley01,retweeted_tweet_without_comment,Sat Aug 01 04:07:02 +0000 2020,1289412295538479104,obama cabal qanons,"",720983288
godisgood1961,retweeted_tweet_without_comment,Sat Aug 01 04:08:28 +0000 2020,1289412659893305344,qanon wwg1wga,"",341008064
e_countryman,retweeted_tweet_without_comment,Sat Aug 01 04:13:19 +0000 2020,1289413879831965696,obama cabal qanons,"",1039725544286429184
ValeriotiJoanna,retweeted_tweet_without_comment,Sat Aug 01 04:14:34 +0000 2020,1289414195339878400,qanon wwg1wga,"",1252699466806763520
USPatriot1979,retweeted_tweet_without_comment,Sat Aug 01 04:16:32 +0000 2020,1289414688925597696,wwg1wga maga kag qanon,wwg1wga maga kag qanon,1266984132439130112
mrhigginsmom,retweeted_tweet_without_comment,Sat Aug 01 04:22:21 +0000 2020,1289416151081115648,qanon epstein,"",37824939
GinaSavannah,retweeted_tweet_without_comment,Sat Aug 01 04:26:03 +0000 2020,1289417083013353472,qanon epstein,"",78100890
Parents_IN_USA,retweeted_tweet_without_comment,Sat Aug 01 04:27:45 +0000 2020,1289417510811443200,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020,1187604096817287168
MaRaeBates,retweeted_tweet_without_comment,Sat Aug 01 04:32:37 +0000 2020,1289418733841080320,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,874856072
MaRaeBates,retweeted_tweet_without_comment,Sat Aug 01 04:32:47 +0000 2020,1289418779152261120,jesus bible scripture kag2020 wwg1wga qanon,jesus bible scripture kag2020 wwg1wga qanon,874856072
lb8825,retweeted_tweet_without_comment,Sat Aug 01 04:34:10 +0000 2020,1289419125928779776,crimesagainstchildren mindcontrol endtrafficking qanon,crimesagainstchildren,1111371424202219520
Basta68290765,retweeted_tweet_without_comment,Sat Aug 01 04:36:00 +0000 2020,1289419585519628288,qanon qanonworldwide qanon2020 wwg1wwga parler,qanon qanonworldwide qanon2020 wwg1wwga parler,1251480981929963520
CarolLovesTrump,retweeted_tweet_without_comment,Sat Aug 01 04:37:20 +0000 2020,1289419921785368576,isaackappy qanon wwg1wga,isaackappy,1880671987
SonCharlemagne,retweeted_tweet_without_comment,Sat Aug 01 04:41:18 +0000 2020,1289420922558877696,fookmasks quan qanon wwg1wga wwgowga,fookmasks quan qanon wwg1wga wwgowga,1267345439172501504
Hawkeye99716065,retweeted_tweet_without_comment,Sat Aug 01 04:41:51 +0000 2020,1289421059016536064,covid19 qanons wwg1wga thegreatawakening,covid19,1042956581493723136
SonCharlemagne,retweeted_tweet_without_comment,Sat Aug 01 04:42:33 +0000 2020,1289421234560614400,qanon quan wwg1wga wwgowga,qanon quan,1267345439172501504
MissPatriot2,retweeted_tweet_without_comment,Sat Aug 01 04:43:21 +0000 2020,1289421436260478976,covid19 qanons wwg1wga thegreatawakening,covid19,1040361322569916416
CVivani,retweeted_tweet_without_comment,Sat Aug 01 04:45:51 +0000 2020,1.289422065163e+18,qanon wwg1wgaworldwide,qanon wwg1wgaworldwide,711151994
kimmi_chelle,retweeted_tweet_without_comment,Sat Aug 01 04:51:46 +0000 2020,1289423555893981184,wethepeople soros blm blacklivesmatter defundthepolice domesticterrorism american demonrats china qanon,wethepeople soros blm blacklivesmatter,32608996
Shamira_1925,retweeted_tweet_without_comment,Sat Aug 01 04:51:52 +0000 2020,1289423581013610496,godwins wwg1wga qanon,"",761549772935208960
tooranomaki6910,retweeted_tweet_without_comment,Sat Aug 01 04:53:41 +0000 2020,1289424036506636288,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,1008176372622110720
therealmobstar,retweeted_tweet_without_comment,Sat Aug 01 04:56:51 +0000 2020,1289424836339671040,qanons qanonsworldwide,qanons,25906859
RICKISAPATRIOT,retweeted_tweet_without_comment,Sat Aug 01 04:56:55 +0000 2020,1289424849434107904,wethepeople soros blm blacklivesmatter defundthepolice domesticterrorism american demonrats china qanon,wethepeople soros blm blacklivesmatter,1073859867037839360
Michelle4God,retweeted_tweet_without_comment,Sat Aug 01 04:57:18 +0000 2020,1289424949455794176,qanon wwg1wgaworldwide,qanon wwg1wgaworldwide,1270568889315930112
beebberkins,retweeted_tweet_without_comment,Sat Aug 01 04:57:35 +0000 2020,1289425019517325312,covid19 qanons wwg1wga thegreatawakening,covid19,152939911
therealmobstar,retweeted_tweet_without_comment,Sat Aug 01 04:58:07 +0000 2020,1289425152640348160,qanons,qanons,25906859
KrissyPissy1,retweeted_tweet_without_comment,Sat Aug 01 04:58:18 +0000 2020,1289425197183856640,wethepeople soros blm blacklivesmatter defundthepolice domesticterrorism american demonrats china qanon,wethepeople soros blm blacklivesmatter,1090687812062662656
Johnkim05416420,retweeted_tweet_without_comment,Sat Aug 01 03:01:51 +0000 2020,1289395892286451712,draintheswamp qanon,draintheswamp qanon,1055668671580794880
Johnkim05416420,retweeted_tweet_without_comment,Sat Aug 01 03:01:57 +0000 2020,1.289395919088e+18,draintheswamp qanon,draintheswamp qanon,1055668671580794880
marcanoserrano,retweeted_tweet_without_comment,Sat Aug 01 03:03:03 +0000 2020,1289396195908091904,ww1wga qanons,ww1wga qanons,137715875
ArvilsArk,retweeted_tweet_without_comment,Sat Aug 01 03:04:40 +0000 2020,1289396602105262080,qanons,"",231903667
DisciplinedSoul,retweeted_tweet_without_comment,Sat Aug 01 03:08:44 +0000 2020,1289397627872837632,qsentme qanon wwg1wga digitalsoldier,"",1284670727766114304
LindaSt18683783,retweeted_tweet_without_comment,Sat Aug 01 03:12:11 +0000 2020,1289398493526634496,qanon epsteinsuicide,"",1172275165524385792
MoNSTeRPaRADiGM,retweeted_tweet_without_comment,Sat Aug 01 03:14:13 +0000 2020,1289399005353394176,epstein qanons,epstein qanons,1660720560
KevinRo56869915,retweeted_tweet_without_comment,Sat Aug 01 03:16:10 +0000 2020,1289399494946123776,qanon,"",1014550694626406400
army_e31JP,retweeted_tweet_without_comment,Sat Aug 01 03:17:49 +0000 2020,1289399910098378752,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan,1151006802781167616
Wwg1wgaTrump,retweeted_tweet_without_comment,Sat Aug 01 03:17:56 +0000 2020,1289399941081608192,wwg1wga thegreatawakening maga qanon,wwg1wga thegreatawakening maga qanon,3030415588
MoNSTeRPaRADiGM,retweeted_tweet_without_comment,Sat Aug 01 03:19:11 +0000 2020,1289400256195518464,trumpconcentrationcamps qanons maga,trumpconcentrationcamps,1660720560
army_e31JP,retweeted_tweet_without_comment,Sat Aug 01 03:20:21 +0000 2020,1289400547410239488,taketheoath q qanon qarmyjapanflynn wwg1wga japan q4510,taketheoath q qanon qarmyjapanflynn wwg1wga,1151006802781167616
GirlBrick1,retweeted_tweet_without_comment,Sat Aug 01 03:20:34 +0000 2020,1289400604456972288,pedowood pedogate epsteindidntkillhimself clintoncrimefamily maga kag qanon thursdaythoughts,pedowood,1261422969781227520
RonaldVilme1,retweeted_tweet_without_comment,Sat Aug 01 03:21:22 +0000 2020,1289400805959688192,qanons,"",4168546875
DanielBD1984,retweeted_tweet_without_comment,Sat Aug 01 03:21:36 +0000 2020,1289400865388769280,jeffreyepstein qanon wwg1gwa,"",855229465441574912
ruseriousrtnw,retweeted_tweet_without_comment,Sat Aug 01 03:21:47 +0000 2020,1289400909810642944,qanon epstein,"",951903612568993792
mamo88065949,retweeted_tweet_without_comment,Sat Aug 01 03:22:30 +0000 2020,1289401092103528448,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan 宣誓動画,taketheoath q qanon qarmyjapanflynn wwg1wgaworldwide japan,614442879
MoNSTeRPaRADiGM,retweeted_tweet_without_comment,Sat Aug 01 03:24:30 +0000 2020,1289401592052158464,qanons alandershowitz,qanons alandershowitz,1660720560
tj6feather,retweeted_tweet_without_comment,Sat Aug 01 03:25:02 +0000 2020,1289401726609448960,trump2020 qanon wwg1wga,trump2020 qanon wwg1wga,943183246916911104
chattycathy317,retweeted_tweet_without_comment,Sat Aug 01 03:28:48 +0000 2020,1289402677588299776,q qanon wwg1wga pan peterpan,q qanon wwg1wga pan peterpan,2253787674
hippiewagon1,retweeted_tweet_without_comment,Sat Aug 01 03:32:37 +0000 2020,1289403636724842496,epstein qanons,epstein qanons,1271082020119158784
markey_mark1,retweeted_tweet_without_comment,Sat Aug 01 03:32:58 +0000 2020,1289403723039387648,qanon wwg1wga,"",883608829
mamo88065949,retweeted_tweet_without_comment,Sat Aug 01 03:33:23 +0000 2020,1289403828979130368,taketheoath q qanon qarmyjapanflynn wwg1wga japan q4510,taketheoath q qanon qarmyjapanflynn wwg1wga,614442879
truth_dizzy,retweeted_tweet_without_comment,Sat Aug 01 03:33:40 +0000 2020,1289403898978066432,qanon wwg1wga,"",1243037733368586240
reon_ohi,retweeted_tweet_without_comment,Sat Aug 01 03:35:10 +0000 2020,1289404276721123328,wwg1wga qanon qarmyjapanflynn ヒラリーをみる眼差し,wwg1wga qanon,123811734
JackMih26312186,retweeted_tweet_without_comment,Sat Aug 01 03:35:10 +0000 2020,1289404277195071488,qanon epstein,"",1213952094471778304
LindaLiberty9,retweeted_tweet_without_comment,Sat Aug 01 03:38:41 +0000 2020,1289405161811533824,qanon epsteinsuicide,"",1165398811008819200
flygirlrn1,retweeted_tweet_without_comment,Sat Aug 01 03:38:49 +0000 2020,1289405194606796800,clintonfoundation qanon,"",1255123348671135744
LindaLiberty9,retweeted_tweet_without_comment,Sat Aug 01 03:39:43 +0000 2020,1289405423322202112,qanon thursdaythoughts,"",1165398811008819200
nanato4kids,retweeted_tweet_without_comment,Sat Aug 01 03:42:22 +0000 2020,1289406088492785664,qanon thursdaythoughts,"",2502934192
KeyhreArdeleh,retweeted_tweet_without_comment,Sat Aug 01 03:44:42 +0000 2020,1289406675389046784,qanon wwg1wga,"",925232289486856192
spark_radio_net,retweeted_tweet_without_comment,Sat Aug 01 03:46:40 +0000 2020,1289407173206794240,mmpn jointheconversation standup endhate wakeup q qanon wwg1wga potus chicago help maxwellfiles endthis darktolight exposethemall,mmpn jointheconversation standup endhate wakeup q qanon wwg1wga,1000924337082388480
tooranomaki6910,retweeted_tweet_without_comment,Sat Aug 01 03:46:56 +0000 2020,1289407240839892992,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,1008176372622110720
breakgear001,retweeted_tweet_without_comment,Sat Aug 01 03:51:03 +0000 2020,1289408277046935552,taketheoath q qanon qarmyjapanflynn wwg1wga japan q4510,taketheoath q qanon qarmyjapanflynn wwg1wga,1029845032348479488
EmilyAiyana1,retweeted_tweet_without_comment,Sat Aug 01 03:55:24 +0000 2020,1289409371089190912,qanon wwg1wga,"",1.288018513488e+18
tooranomaki6910,retweeted_tweet_without_comment,Sat Aug 01 03:57:16 +0000 2020,1289409840763170816,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,trump kag qanon qarmy wwg1wga gitmo deepstate nk ww3,1008176372622110720
Hitaqqti,retweeted_tweet_without_comment,Sat Aug 01 03:58:57 +0000 2020,1289410263104385024,qarmyjapanflynn qanon wwg1wga stormisuponus,qarmyjapanflynn qanon wwg1wga stormisuponus,96968240
MsfFlynnerland,retweeted_tweet_without_comment,Sat Aug 01 03:59:02 +0000 2020,1289410283694444544,obama cabal qanons,"",801632956456599552
OneLastRun54,retweeted_tweet_without_comment,Sat Aug 01 02:00:47 +0000 2020,1289380527078694912,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020 trump2020,votered2020removeeverydemocrat voteredtosaveamerica2020 wwgiwga kag qanon2020,1608622200
CCksmiles1,retweeted_tweet_without_comment,Sat Aug 01 02:01:39 +0000 2020,1289380745715187712,covid19 qanons wwg1wga thegreatawakening,covid19,2269552650
wrs1260,retweeted_tweet_without_comment,Sat Aug 01 02:08:24 +0000 2020,1289382440423821312,clintonfoundation qanon,"",4011800885
Lover56Coffee,retweeted_tweet_without_comment,Sat Aug 01 02:08:48 +0000 2020,1289382542420787200,wakeupamerica factsmatter saveamerica unitednotdivided wwg1wga qanon wethepeople greatawakening realnews declas truth factsmatter factsfirst draintheswamp maga kag qarmy,wakeupamerica factsmatter,1282366611861540864
wrs1260,retweeted_tweet_without_comment,Sat Aug 01 02:09:18 +0000 2020,1289382669453647872,qanon disney,"",4011800885
Verbalmoto1,retweeted_tweet_without_comment,Sat Aug 01 02:11:50 +0000 2020,1289383306094456832,fookmasks quan qanon wwg1wga wwgowga,fookmasks quan qanon wwg1wga wwgowga,978036840904187904
FalliveneEdward,retweeted_tweet_without_comment,Sat Aug 01 02:13:28 +0000 2020,1289383718633852928,maga kag qanon,maga kag qanon,1141804326823825408
DanaEiranon,retweeted_tweet_without_comment,Sat Aug 01 02:17:23 +0000 2020,1289384701161951232,maga qanon qarmy saveamerica unitednotdivided wwg1wga,"",1259225768267321344
stumgolf1,retweeted_tweet_without_comment,Sat Aug 01 02:18:19 +0000 2020,1289384938383396864,biden kerry obama ukraine qanon,biden kerry obama,2815297154
MercuryEy,retweeted_tweet_without_comment,Sat Aug 01 02:18:34 +0000 2020,1289384998877818880,taketheoath qanon qarmyjapanflynn wwg1wga japan 宣誓動画 q4510,taketheoath qanon qarmyjapanflynn wwg1wga japan,2253373777
TriCityonadime,retweeted_tweet_without_comment,Sat Aug 01 02:21:16 +0000 2020,1289385678954848256,savethechildren qanon qanonworldwide,"",239964591
